"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Genes"
"9843","GO:0046034",0.000103241914595957,0.999963447760616,24,144,"ATP metabolic process","BP","Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Atpif1, Cox4i1, Cox6a1, Cox7a2, Cox7a2l, Cox7c, Cycs, Gapdh, Mif, Ndufa7, Ndufb8, Ndufb9, Snca, Uqcrb, Uqcrh, Uqcrq"
"2019","GO:0005740",0.000111484074492577,0.999944563610428,50,420,"mitochondrial envelope","CC","Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Calm1, Calm2, Calm3, Cfl1, Cox4i1, Cox6a1, Cox6b1, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Cycs, Fis1, Gatm, Gpx4, Hadhb, Mdh2, Minos1, Mpc1, Ndufa1, Ndufa11, Ndufa2, Ndufa4, Ndufa7, Ndufb8, Ndufb9, Nrgn, Pebp1, Ppp2r2b, Sdhb, Slc25a4, Slc25a5, Smdt1, Snca, Timm8b, Tmem256, Tomm7, Uqcr11, Uqcrb, Uqcrh, Uqcrq"
"6819","GO:0032535",0.000112506862503513,0.999964143531354,19,203,"regulation of cellular component size","BP","Arpc2, Arpc5, Capza2, Cdk4, Cfl1, Dstn, Evl, Fgf13, Hsp90aa1, Hsp90ab1, Map1b, Mapt, Nefl, Npm1, Pfn2, Rab11a, Sptbn1, Tmsb10, Tmsb4x"
"3163","GO:0008283",0.000114192949762433,0.999942720356634,49,710,"cell proliferation","BP","Apc, Atpif1, Atxn1, Camk2n1, Ccnd2, Cd81, Cdk4, Crlf1, Cst3, Ctnnb1, Dbi, Eef1e1, Eif2s2, Eif5a, Fabp7, Fgf13, Fkbp1a, Fth1, Fto, Glul, Gnai2, Gnb1, Gng2, Gng5, Gpx1, H3f3a, Hmgb2, Hras, Id2, Ift20, Kif1a, Malat1, Marcksl1, Mif, Naca, Nap1l1, Ndn, Ndrg2, Npm1, Prdx2, Ptgds, Ptprz1, Rgcc, Rnf187, Serpine2, Slc25a5, Smyd2, Sox4, Uchl1"
"2142","GO:0005938",0.000115510341725917,0.99996884156096,15,153,"cell cortex","CC","Actb, Apc, Capza2, Cfl1, Cldn5, Clta, Ctnnb1, Dstn, Eef1a1, Hnrnpk, Marcks, Nsmf, Sept7, Snca, Sptbn1"
"11052","GO:0051234",0.000117136036040085,0.999929602005042,104,1856,"establishment of localization","BP","Acat2, Actb, Actg1, Akap12, Ank2, Ap3s1, Arf5, Arpc2, Atox1, Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Atp6v1g1, Atpif1, Atxn1, Cd81, Cdk16, Cfl1, Clta, Cnih2, Cplx2, Ctnnb1, Dbi, Dnaja1, Eif5a, Fabp3, Fabp5, Fez1, Fgf13, Fis1, Fkbp1a, Fth1, Gabarap, Gapdh, Glul, Gnai2, Gpm6b, Hnrnpk, Hpca, Hras, Hsp90aa1, Hsp90ab1, Ift20, Kif1a, Kif1b, Map1b, Mapt, Mfge8, Mif, Mpc1, Mt3, Naca, Ncs1, Nefl, Nnat, Npm1, Pcp4, Pfn2, Ppia, Ppp2ca, Ppp2r2b, Qk, Rab11a, Rab18, Rab1a, Rab3a, Rabep1, Rgcc, Sec62, Serpine2, Slc25a4, Slc25a5, Smdt1, Snap25, Snca, Sncb, Sox4, Sptbn1, Srsf3, Ssb, Stard3nl, Stx1a, Stx7, Sumo1, Thoc7, Timm8b, Tomm7, Tpr, Trappc2l, Ubb, Uchl1, Use1, Usp50, Vamp2, Vapa, Vsnl1, Ywhae, Ywhah, Ywhaq"
"11387","GO:0051960",0.000118074015233751,0.999948764844091,33,529,"regulation of nervous system development","BP","Atxn1, Bend6, Cfl1, Cpe, Ctnnb1, Eef1a1, Fez1, Fgf13, Hmgb2, Hnrnpk, Id2, Map1b, Mapt, Mif, Mmd, Mt3, Nap1l1, Ncs1, Nefl, Nsmf, Pcp4, Ptprz1, Qk, Rab11a, Rheb, Serpine2, Snap25, Snca, Stmn2, Ttc3, Tubb2b, Ube2v2, Ywhah"
"2652","GO:0006793",0.000122186812904513,0.999930274486332,78,1289,"phosphorus metabolic process","BP","Actb, Apc, Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Atpif1, Atxn1, Camk2n1, Ccnd2, Cd81, Cdk14, Cdk16, Cdk4, Cfl1, Cmpk1, Cox4i1, Cox6a1, Cox7a2, Cox7a2l, Cox7c, Crlf1, Ctnnb1, Cycs, Dbi, Dctpp1, Dnaja1, Fabp3, Fabp5, Fdps, Fgf13, Fkbp1a, Gapdh, Gnai2, Hint1, Hpca, Hras, Hsp90aa1, Hsp90ab1, Idh3g, Lmo4, Mapt, Mdh2, Mif, Mmd, Mocs2, Mpc1, Mt3, Ndrg2, Ndufa7, Ndufb8, Ndufb9, Nenf, Npm1, Nsmf, Pcp4, Pebp1, Pfn2, Pgls, Ppp1r14b, Ppp2ca, Ppp2r2b, Prdx2, Ptprz1, Serinc1, Snca, Sptbn1, Top1, Uap1, Uchl1, Uqcrb, Uqcrh, Uqcrq, Ywhae"
"4646","GO:0016462",0.000122604003417679,0.999946251433858,34,438,"pyrophosphatase activity","MF","Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Atp6v1g1, Dctpp1, Eef1a1, Eef2, Eif4a1, Eif4a2, Gnai2, Gnb1, Gng2, Hras, Hsp90aa1, Kif1a, Kif1b, Myl6, Pfn2, Rab11a, Rab18, Rab1a, Rab3a, Rheb, Sept7, Tuba1a, Tubb2a, Tubb2b, Tubb3, Tubb5"
"4541","GO:0016234",0.00012818386562678,0.999982026457062,8,44,"inclusion body","CC","Atxn1, Eef2, Gpx1, Hsp90ab1, Mapt, Snca, Sncb, Tpr"
"6006","GO:0030834",0.000129237729213591,0.999988193162375,6,28,"regulation of actin filament depolymerization","BP","Arpc2, Capza2, Cfl1, Dstn, Evl, Sptbn1"
"3496","GO:0009205",0.000135335073915133,0.999949866780522,25,160,"purine ribonucleoside triphosphate metabolic process","BP","Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Atpif1, Cox4i1, Cox6a1, Cox7a2, Cox7a2l, Cox7c, Cycs, Gapdh, Mif, Mocs2, Ndufa7, Ndufb8, Ndufb9, Snca, Uqcrb, Uqcrh, Uqcrq"
"7108","GO:0033043",0.00014095080230835,0.99993166143856,43,634,"regulation of organelle organization","BP","Anapc11, Apc, Arpc2, Arpc5, Atpif1, Capza2, Ccnd2, Cfl1, Cplx2, Ctnnb1, Dstn, Eml2, Evl, Fez1, Fgf13, Fis1, Gpm6b, Gpx1, H3f3a, Hras, Ift20, Map1b, Mapt, Mcrs1, Mllt11, Npm1, Pebp1, Pfdn2, Pfn2, Rab3a, Rgcc, Rtf1, Sept7, Slc25a5, Snca, Sptbn1, Stmn2, Stmn3, Tmsb10, Tmsb4x, Tomm7, Tpr, Ywhah"
"12369","GO:0070032",0.000142369611780793,0.999998797195292,3,4,"synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex","CC","Snap25, Stx1a, Vamp2"
"10764","GO:0050767",0.000144139303242422,0.999938481354474,31,483,"regulation of neurogenesis","BP","Atxn1, Bend6, Cfl1, Ctnnb1, Eef1a1, Fez1, Fgf13, Hmgb2, Hnrnpk, Id2, Map1b, Mapt, Mif, Mmd, Mt3, Nap1l1, Ncs1, Nefl, Nsmf, Pcp4, Ptprz1, Qk, Rab11a, Rheb, Serpine2, Snap25, Stmn2, Ttc3, Tubb2b, Ube2v2, Ywhah"
"3188","GO:0008324",0.000145571105469364,0.999950265363279,21,168,"cation transmembrane transporter activity","MF","Atox1, Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp6v1g1, Cox4i1, Cox6a1, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Gpm6a, Ncs1, Ndufa4, Snap25"
"3490","GO:0009199",0.000146233320474113,0.999945501339831,25,162,"ribonucleoside triphosphate metabolic process","BP","Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Atpif1, Cox4i1, Cox6a1, Cox7a2, Cox7a2l, Cox7c, Cycs, Gapdh, Mif, Mocs2, Ndufa7, Ndufb8, Ndufb9, Snca, Uqcrb, Uqcrh, Uqcrq"
"4947","GO:0017144",0.000146918184376143,0.999934972699757,35,298,"drug metabolic process","BP","Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Atpif1, Cox4i1, Cox6a1, Cox7a2, Cox7a2l, Cox7c, Cycs, Gapdh, Gatm, Gpx1, Hba-a1, Hsp90aa1, Idh3g, Mdh2, Mif, Mt3, Ndufa7, Ndufb8, Ndufb9, Pebp1, Prdx2, Sdhb, Snca, Sncb, Uqcrb, Uqcrh, Uqcrq"
"5690","GO:0030042",0.000151234410228185,0.999985697264001,6,29,"actin filament depolymerization","BP","Arpc2, Capza2, Cfl1, Dstn, Evl, Sptbn1"
"2946","GO:0007409",0.000152190969685212,0.999951720987125,18,230,"axonogenesis","BP","Actb, Apc, Bsg, Evl, Fgf13, Hsp90aa1, Hsp90ab1, Map1b, Mapt, Ndn, Nefl, Ptprz1, Rab11a, Rab3a, Sept7, Tubb2b, Tubb3, Uchl1"
"8769","GO:0043067",0.000152759265796288,0.999923476267195,47,644,"regulation of programmed cell death","BP","Ank2, Apc, Atpif1, Ccnd2, Cdk4, Crlf1, Cst3, Ctnnb1, Cycs, Dnaja1, Dnajb6, Eef1e1, Eif5a, Fis1, Gapdh, Gnai2, Gpx1, Gpx4, Hmgb2, Hnrnpk, Hras, Hsp90ab1, Mif, Mllt11, Mt1, Mt3, Naca, Nefl, Npm1, Nsmf, Pcp4, Ppp2ca, Ppp2r2b, Prdx2, Qk, Rgcc, Slc25a4, Slc25a5, Snca, Sncb, Son, Sox4, Tpt1, Ubb, Ube2v2, Usp47, Ywhah"
"2653","GO:0006796",0.000164572503846016,0.999905343085421,77,1278,"phosphate-containing compound metabolic process","BP","Actb, Apc, Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Atpif1, Atxn1, Camk2n1, Ccnd2, Cd81, Cdk14, Cdk16, Cdk4, Cfl1, Cmpk1, Cox4i1, Cox6a1, Cox7a2, Cox7a2l, Cox7c, Crlf1, Ctnnb1, Cycs, Dbi, Dctpp1, Dnaja1, Fabp3, Fabp5, Fdps, Fgf13, Fkbp1a, Gapdh, Gnai2, Hint1, Hpca, Hras, Hsp90aa1, Hsp90ab1, Idh3g, Lmo4, Mapt, Mdh2, Mif, Mmd, Mocs2, Mpc1, Mt3, Ndrg2, Ndufa7, Ndufb8, Ndufb9, Nenf, Npm1, Nsmf, Pcp4, Pebp1, Pfn2, Pgls, Ppp1r14b, Ppp2ca, Ppp2r2b, Prdx2, Ptprz1, Serinc1, Snca, Sptbn1, Top1, Uchl1, Uqcrb, Uqcrh, Uqcrq, Ywhae"
"6257","GO:0031333",0.000171876088473626,0.999960780249171,12,82,"negative regulation of protein complex assembly","BP","Arpc2, Capza2, Cfl1, Eml2, Evl, Lmo4, Pfn2, Snca, Sptbn1, Stmn2, Tmsb10, Tmsb4x"
"4807","GO:0016817",0.000177870508697749,0.999920377635017,34,440,"hydrolase activity, acting on acid anhydrides","MF","Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Atp6v1g1, Dctpp1, Eef1a1, Eef2, Eif4a1, Eif4a2, Gnai2, Gnb1, Gng2, Hras, Hsp90aa1, Kif1a, Kif1b, Myl6, Pfn2, Rab11a, Rab18, Rab1a, Rab3a, Rheb, Sept7, Tuba1a, Tubb2a, Tubb2b, Tubb3, Tubb5"
"4808","GO:0016818",0.000177870508697749,0.999920377635017,34,440,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides","MF","Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Atp6v1g1, Dctpp1, Eef1a1, Eef2, Eif4a1, Eif4a2, Gnai2, Gnb1, Gng2, Hras, Hsp90aa1, Kif1a, Kif1b, Myl6, Pfn2, Rab11a, Rab18, Rab1a, Rab3a, Rheb, Sept7, Tuba1a, Tubb2a, Tubb2b, Tubb3, Tubb5"
"5321","GO:0019899",0.000179997895614684,0.99989926474731,67,1185,"enzyme binding","MF","Actb, Actg1, Akap12, Ank2, Apc, Arpc2, Atox1, Atp6v1g1, Atpif1, Banf1, Calm1, Calm2, Calm3, Camk2n1, Ccnd2, Cfl1, Clta, Cst3, Ctnnb1, Cycs, Dnaja1, Eef1a1, Eef2, Fez1, Fkbp1a, Gabarap, Gapdh, Gnb1, Hnrnpk, Hpca, Hsp90aa1, Hsp90ab1, Ift20, Jund, Kif1b, Mapt, Marcks, Mcf2l, Mif, Nap1l1, Ncs1, Nedd8, Nefl, Nisch, Npm1, Pebp1, Ppp2ca, Rab3a, Rgcc, Rheb, Rtf1, Serinc1, Slc25a4, Slc25a5, Smyd2, Snca, Sptbn1, Srsf3, Stx1a, Sumo1, Tpr, Tubb5, Ubb, Ubc, Uchl1, Ywhae, Ywhah"
"12567","GO:0070469",0.000182105042949798,0.999943121398012,20,69,"respiratory chain","CC","Cox4i1, Cox6a1, Cox6b1, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Ndufa1, Ndufa11, Ndufa2, Ndufa4, Ndufa7, Ndufb8, Ndufb9, Sdhb, Uqcr11, Uqcrb, Uqcrh, Uqcrq"
"14936","GO:1901019",0.000184851264814804,0.999977607193413,7,31,"regulation of calcium ion transmembrane transporter activity","BP","Ank2, Atp1a2, Fkbp1a, Hpca, Ppp2ca, Sumo1, Ywhae"
"2663","GO:0006812",0.00019068014422594,0.999916719679568,32,366,"cation transport","BP","Ank2, Atox1, Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp6v1g1, Cfl1, Cnih2, Ctnnb1, Dbi, Fgf13, Fkbp1a, Fth1, Gnai2, Gpm6b, Hpca, Mif, Mt3, Pcp4, Ppp2ca, Serpine2, Slc25a4, Smdt1, Snca, Sumo1, Vamp2, Ywhae, Ywhah"
"6204","GO:0031252",0.000205841011401727,0.999933204679254,18,213,"cell leading edge","CC","Apc, Arpc2, Arpc5, Cfl1, Ctnnb1, Dynlt1a, Eef1a1, Evl, Gas7, Hpca, Hsp90aa1, Lmo4, Mapt, Mcf2l, Ptprz1, Snap25, Sptbn1, Stmn2"
"11179","GO:0051495",0.000207604638617465,0.999944597427114,14,109,"positive regulation of cytoskeleton organization","BP","Apc, Arpc2, Arpc5, Cfl1, Dstn, Evl, Hras, Map1b, Mapt, Npm1, Pfdn2, Pfn2, Rgcc, Stmn2"
"3441","GO:0009144",0.000210857634421867,0.999919325161125,25,165,"purine nucleoside triphosphate metabolic process","BP","Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Atpif1, Cox4i1, Cox6a1, Cox7a2, Cox7a2l, Cox7c, Cycs, Gapdh, Mif, Mocs2, Ndufa7, Ndufb8, Ndufb9, Snca, Uqcrb, Uqcrh, Uqcrq"
"3107","GO:0008179",0.000212680409602437,0.999990840985464,4,12,"adenylate cyclase binding","MF","Akap12, Calm1, Calm2, Calm3"
"9308","GO:0044448",0.000219645340328744,0.999951418557787,11,102,"cell cortex part","CC","Actb, Capza2, Cfl1, Cldn5, Clta, Ctnnb1, Dstn, Eef1a1, Nsmf, Sept7, Sptbn1"
"14514","GO:0099568",0.000222063455170408,0.99992509239691,19,216,"cytoplasmic region","CC","Actb, Ap3s1, Apc, Capza2, Cfl1, Cldn5, Clta, Ctnnb1, Dstn, Eef1a1, Gabarap, Hnrnpk, Hpca, Mapt, Marcks, Nsmf, Sept7, Snca, Sptbn1"
"3421","GO:0009123",0.000222189275382614,0.999914534223822,25,170,"nucleoside monophosphate metabolic process","BP","Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Atpif1, Cmpk1, Cox4i1, Cox6a1, Cox7a2, Cox7a2l, Cox7c, Cycs, Gapdh, Mif, Ndufa7, Ndufb8, Ndufb9, Snca, Uqcrb, Uqcrh, Uqcrq"
"3026","GO:0008017",0.000222210175261617,0.999943047080482,13,125,"microtubule binding","MF","Apc, Cetn3, Eml2, Fgf13, Gabarap, Gapdh, Kif1a, Kif1b, Map1b, Mapt, Rab11a, Snca, Vapa"
"11246","GO:0051641",0.000227158428048873,0.999867187313948,78,1370,"cellular localization","BP","Actb, Actg1, Akap12, Ank2, Ap3s1, Apc, Arf5, Arpc2, Atpif1, Atxn1, Bsg, Cd81, Cdk16, Cfl1, Clta, Cnih2, Cpe, Cplx2, Ctnnb1, Dbi, Dnaja1, Dnajb6, Eif5a, Fez1, Fgf13, Fis1, Fkbp1a, Fth1, Ftl1, Gpm6b, Hnrnpk, Hpca, Hras, Hsp90aa1, Hsp90ab1, Ift20, Kif1a, Kif1b, Map1b, Mapt, Mcrs1, Ncs1, Nefl, Npm1, Pfn2, Ppp2ca, Ppp2r2b, Rab11a, Rab18, Rab1a, Rab3a, Sec62, Snap25, Snca, Sncb, Sptbn1, Srsf3, Ssb, Stard3nl, Stx1a, Stx7, Sumo1, Thoc7, Tmsb10, Tmsb4x, Tomm7, Tpr, Trappc2l, Tulp4, Ubb, Uchl1, Use1, Vamp2, Vapa, Vsnl1, Ywhae, Ywhah, Ywhaq"
"11365","GO:0051924",0.000229368824646654,0.999949638416315,11,83,"regulation of calcium ion transport","BP","Ank2, Atp1a2, Ctnnb1, Dbi, Fkbp1a, Gnai2, Hpca, Ppp2ca, Snca, Sumo1, Ywhae"
"10118","GO:0046785",0.000234180633636764,0.999963817420414,8,47,"microtubule polymerization","BP","Apc, Cetn3, Eml2, Fgf13, Map1b, Mapt, Snca, Stmn2"
"4413","GO:0015874",0.000234711993409251,0.999997642692205,3,4,"norepinephrine transport","BP","Actb, Snca, Stx1a"
"8335","GO:0040011",0.000236588787824089,0.999885109431905,40,633,"locomotion","BP","Actb, Apc, Arpc2, Arpc5, Atp1a2, Bsg, Cd81, Cfl1, Ctnnb1, Dnaja1, Evl, Fgf13, Gnai2, Gpm6a, Gpx1, Hmgb2, Hras, Hsp90aa1, Id2, Lmo4, Mapt, Mif, Naca, Nav1, Ndn, Nefl, Nisch, Nsmf, Pfn2, Ptprz1, Rab11a, Rab1a, Rgcc, Snca, Tmsb10, Tmsb4x, Tubb2b, Tubb3, Vapa, Ywhae"
"11044","GO:0051223",0.00024176712251803,0.999904409321448,25,286,"regulation of protein transport","BP","Arpc2, Atpif1, Cdk16, Dnaja1, Fis1, Gapdh, Glul, Hpca, Hras, Hsp90aa1, Hsp90ab1, Mif, Nnat, Ppia, Ppp2ca, Rab11a, Rgcc, Sox4, Sptbn1, Tomm7, Tpr, Usp50, Vamp2, Vsnl1, Ywhae"
"14164","GO:0098590",0.00024395324179289,0.999892524866425,31,494,"plasma membrane region","CC","Ank2, Apc, Arpc2, Atp1a2, Camk2n1, Cd81, Cfl1, Cldn5, Cldnd1, Clta, Cnih2, Cpe, Ctnnb1, Eef1a1, Fabp5, Gnb1, Gpm6a, Hpca, Hsp90aa1, Hsp90ab1, Mapt, Marcksl1, Ncs1, Nrgn, Nsmf, Ptprz1, Rab11a, Sept7, Snap25, Sptbn1, Stx1a"
"3861","GO:0010658",0.000246477354045613,0.999975058868367,6,25,"striated muscle cell apoptotic process","BP","Eif5a, Gnb1, Naca, Npm1, Qk, Slc25a4"
"14667","GO:0120036",0.000247287519824622,0.999875557604791,44,731,"plasma membrane bounded cell projection organization","BP","Actb, Apc, Arpc2, Arpc5, Bsg, Cdk16, Cfl1, Ctnnb1, Eef1a1, Evl, Fez1, Fgf13, Gas7, Gpm6a, Hnrnpk, Hras, Hsp90aa1, Hsp90ab1, Ift20, Map1b, Mapt, Mif, Ncs1, Ndn, Nefl, Nsmf, Pcp4, Pfn2, Ptprz1, Qk, Rab11a, Rab3a, Sept7, Serpine2, Snap25, Stmn2, Stmn3, Tubb2b, Tubb3, Ubb, Ube2v2, Uchl1, Vapa, Ywhah"
"1143","GO:0003231",0.000249852272364286,0.999966821534076,7,43,"cardiac ventricle development","BP","Cpe, Ctnnb1, Fkbp1a, Id2, Lmo4, Naca, Sox4"
"2767","GO:0006996",0.000250358392910032,0.999846081439682,101,1748,"organelle organization","BP","Actb, Actg1, Anapc11, Apc, Arpc2, Arpc5, Atpif1, Calm3, Capza2, Ccnd2, Cetn3, Cfl1, Chd3, Cox7a2, Cox7a2l, Cplx2, Ctnnb1, Dnajb6, Dstn, Eml2, Evl, Fez1, Fgf13, Fis1, Gabarap, Gapdh, Gas7, Gpm6b, Gpx1, Gpx4, H2afv, H2afz, H3f3a, Hist1h2al, Hist3h2ba, Hmgb2, Hras, Hsp90aa1, Hsp90ab1, Ift20, Lsm4, Map1b, Mapt, Marcks, Mcrs1, Mllt11, Mt3, Nap1l1, Nav1, Ndufa1, Ndufa11, Ndufa2, Ndufb8, Ndufb9, Nefl, Nisch, Npm1, Nucks1, Pebp1, Pfdn2, Pfn2, Ppia, Ppp2r2b, Ptma, Rab11a, Rab18, Rab1a, Rab3a, Rgcc, Rtf1, Sept7, Serpine2, Slc25a4, Slc25a5, Smyd2, Snap25, Snca, Son, Sptbn1, Stmn2, Stmn3, Stx1a, Stx7, Sumo1, Tmsb10, Tmsb4x, Tomm7, Top1, Tpr, Tuba1a, Tubb2a, Tubb2b, Tubb3, Tubb5, Ubb, Uqcrb, Use1, Usp50, Vamp2, Vapa, Ywhah"
"12213","GO:0061564",0.00025401243058402,0.999912992667342,19,248,"axon development","BP","Actb, Apc, Bsg, Evl, Fgf13, Hsp90aa1, Hsp90ab1, Map1b, Mapt, Mif, Ndn, Nefl, Ptprz1, Rab11a, Rab3a, Sept7, Tubb2b, Tubb3, Uchl1"
"8855","GO:0043229",0.0002665389996198,0.999850187096123,259,5282,"intracellular organelle","CC","Acat2, Acsbg1, Actb, Actg1, Akap12, Anapc11, Anapc13, Ank2, Ap3s1, Apc, Arf5, Arl8a, Arpc2, Arpc5, Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Atp6v1g1, Atpif1, Atxn1, Banf1, Basp1, Bend6, Bola2, Bsg, Calm1, Calm2, Calm3, Capza2, Ccnd2, Cdk14, Cdk16, Cdk4, Cetn3, Cfl1, Chd3, Cldn5, Clta, Cmpk1, Cnih2, Cops6, Cox4i1, Cox6a1, Cox6b1, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Cpe, Cst3, Ctnnb1, Cycs, Dbi, Dnaja1, Dnajb6, Dstn, Dynlt1a, Edf1, Eef1a1, Eef1b2, Eef1d, Eef1e1, Eef1g, Eef2, Eif3k, Eif5a, Eml2, Evl, Fabp5, Fabp7, Fau, Fdps, Fez1, Fgf13, Fis1, Fkbp1a, Fth1, Ftl1, Fto, Gabarap, Gapdh, Gas7, Gatm, Glul, Gnai2, Gng5, Gpx1, Gpx4, Gtf2a2, H2afv, H2afz, H3f3a, Hadhb, Hba-a1, Hba-a2, Hint1, Hist1h2al, Hist3h2ba, Hmgb2, Hnrnpab, Hnrnpk, Hras, Hsp90aa1, Hsp90ab1, Hspe1, Id2, Idh3g, Ift20, Jund, Kif1a, Kif1b, Lsm4, Lsm5, Malat1, Map1b, Mapt, Marcks, Marcksl1, Mcrs1, Mdh2, Mgst3, Mif, Minos1, Mllt11, Mmd, Mocs2, Mpc1, Mt1, Mt2, Mt3, Myl6, Naca, Nap1l1, Nav1, Ncs1, Ndn, Ndrg2, Ndufa1, Ndufa11, Ndufa2, Ndufa4, Ndufa7, Ndufb8, Ndufb9, Nedd8, Nefl, Nenf, Nisch, Npm1, Nrgn, Nsa2, Nsmf, Nucks1, Pcp4, Pcsk1n, Pebp1, Pfdn2, Pfdn5, Pfn2, Polr1d, Ppia, Ppig, Ppp2ca, Ppp2r2b, Prdx2, Psma7, Psmb3, Ptgds, Ptma, Qk, Rab11a, Rab18, Rab1a, Rab3a, Rabep1, Rbp1, Rcn2, Rgcc, Rheb, Rnf187, Rtf1, Rtn1, Scand1, Scoc, Sdhb, Sec62, Sept7, Serbp1, Serinc1, Serpine2, Slc25a4, Slc25a5, Smdt1, Smyd2, Snap25, Snca, Sncb, Snrpd1, Snrpd2, Snrpe, Snrpg, Snrpn, Son, Sox4, Sptbn1, Sptssa, Srrm2, Srsf3, Ssb, Ssr4, Stard3nl, Stmn2, Stmn3, Stx1a, Stx7, Sumo1, Tbca, Tcf25, Thoc7, Timm8b, Tmem256, Tmsb4x, Tomm7, Top1, Tpr, Tpt1, Trappc2l, Tshz2, Ttc3, Tuba1a, Tubb2a, Tubb2b, Tubb3, Tubb5, Uap1, Ubb, Ubc, Ube2v2, Ubl5, Uchl1, Uqcr11, Uqcrb, Uqcrh, Uqcrq, Use1, Usp50, Vamp2, Vapa, Yaf2, Ywhae, Zc3h15, Zfp260"
"12375","GO:0070044",0.000268082674129102,0.999995865136155,3,5,"synaptobrevin 2-SNAP-25-syntaxin-1a complex","CC","Snap25, Stx1a, Vamp2"
"10541","GO:0048667",0.000281736265193536,0.999893854994913,22,329,"cell morphogenesis involved in neuron differentiation","BP","Actb, Apc, Bsg, Cfl1, Evl, Fgf13, Hsp90aa1, Hsp90ab1, Id2, Map1b, Mapt, Ndn, Nefl, Nsmf, Ptprz1, Rab11a, Rab3a, Sept7, Tubb2b, Tubb3, Uchl1, Ywhah"
"15464","GO:1902903",0.000288331987116057,0.999904242672422,18,184,"regulation of supramolecular fiber organization","BP","Apc, Arpc2, Arpc5, Capza2, Cfl1, Dstn, Eml2, Evl, Fgf13, Map1b, Mapt, Pfn2, Rgcc, Snca, Sptbn1, Stmn2, Tmsb10, Tmsb4x"
"1941","GO:0005525",0.000298196754940571,0.999897039250414,19,211,"GTP binding","MF","Arf5, Arl8a, Eef1a1, Eef2, Gnai2, Hras, Hsp90aa1, Hsp90ab1, Rab11a, Rab18, Rab1a, Rab3a, Rheb, Sept7, Tuba1a, Tubb2a, Tubb2b, Tubb3, Tubb5"
"8871","GO:0043254",0.000307418342589614,0.999887101991083,21,245,"regulation of protein complex assembly","BP","Apc, Arpc2, Arpc5, Capza2, Cfl1, Ctnnb1, Eml2, Evl, Hsp90aa1, Lmo4, Map1b, Mapt, Pfn2, Snca, Sptbn1, Stmn2, Stx1a, Sumo1, Tmsb10, Tmsb4x, Usp50"
"3424","GO:0009126",0.000312382362519884,0.999879512211123,24,162,"purine nucleoside monophosphate metabolic process","BP","Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Atpif1, Cox4i1, Cox6a1, Cox7a2, Cox7a2l, Cox7c, Cycs, Gapdh, Mif, Ndufa7, Ndufb8, Ndufb9, Snca, Uqcrb, Uqcrh, Uqcrq"
"3463","GO:0009167",0.000312382362519884,0.999879512211123,24,162,"purine ribonucleoside monophosphate metabolic process","BP","Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Atpif1, Cox4i1, Cox6a1, Cox7a2, Cox7a2l, Cox7c, Cycs, Gapdh, Mif, Ndufa7, Ndufb8, Ndufb9, Snca, Uqcrb, Uqcrh, Uqcrq"
